,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,Taxi Drives
133,New York City,2016-04-11,16.6,6.3,11.3,16.6,3.7,10.2,2.7,56.6,0.69,100,12.5,rain,0.0,0.0,42.5,22.6,182.0,1021.0,80.7,15.6,206.4,17.9,7,,2016-04-11T06:22:39,2016-04-11T19:31:50,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7775824820458043
134,New York City,2016-04-12,14.2,7.5,11.6,14.2,5.2,11.0,3.6,61.3,5.1,100,25.0,rain,0.0,0.0,51.8,28.5,257.1,1017.3,54.1,14.8,172.5,14.8,6,,2016-04-12T06:21:05,2016-04-12T19:32:53,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8535778153776784
135,New York City,2016-04-13,13.7,4.6,8.8,13.7,2.3,7.5,-4.0,41.3,0.0,0,0.0,,0.0,0.0,33.5,20.0,167.5,1027.6,8.8,16.0,304.0,26.1,9,,2016-04-13T06:19:32,2016-04-13T19:33:56,0.22,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.863664122471583
136,New York City,2016-04-14,16.2,6.4,10.2,16.2,3.3,9.2,-2.0,44.9,0.0,0,0.0,,0.0,0.0,29.5,17.7,138.0,1027.1,20.4,16.0,299.3,25.8,9,,2016-04-14T06:18:00,2016-04-14T19:34:59,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9059618217516641
137,New York City,2016-04-15,17.4,6.1,10.9,17.4,4.8,10.5,-1.7,46.2,0.0,0,0.0,,0.0,0.0,25.9,17.7,134.8,1029.6,4.1,16.0,303.5,26.3,9,,2016-04-15T06:16:28,2016-04-15T19:36:02,0.32,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9478742801357974
138,New York City,2016-04-16,18.8,6.7,11.8,18.8,4.7,11.4,-3.0,41.1,0.0,0,0.0,,0.0,0.0,31.7,18.7,72.0,1030.1,20.8,16.0,306.3,26.5,9,,2016-04-16T06:14:57,2016-04-16T19:37:05,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9910387714317609
139,New York City,2016-04-17,22.8,7.5,13.9,22.8,5.9,13.7,-0.5,42.5,0.0,0,0.0,,0.0,0.0,,15.2,167.9,1028.6,11.4,16.0,302.3,26.3,9,,2016-04-17T06:13:27,2016-04-17T19:38:08,0.41,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8639114646377313
140,New York City,2016-04-18,26.8,10.4,18.2,25.8,10.4,18.1,-0.2,32.5,0.0,0,0.0,,0.0,0.0,25.9,17.4,108.0,1021.9,25.0,16.0,304.2,26.3,9,,2016-04-18T06:11:58,2016-04-18T19:39:11,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7774577165283666
141,New York City,2016-04-19,21.5,15.2,18.8,21.5,15.2,18.8,-0.7,27.7,0.0,0,0.0,,0.0,0.0,46.4,31.6,226.6,1016.0,37.8,16.0,296.9,25.8,9,,2016-04-19T06:10:29,2016-04-19T19:40:13,0.47,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8263088887770134
142,New York City,2016-04-20,19.7,10.1,14.5,19.7,10.1,14.5,-5.7,26.5,0.0,0,0.0,,0.0,0.0,37.1,21.2,187.7,1023.0,5.0,16.0,319.6,27.5,10,,2016-04-20T06:09:02,2016-04-20T19:41:16,0.49,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8653451736539004
143,New York City,2016-04-21,21.9,9.3,16.1,21.9,7.4,15.9,1.8,39.1,0.0,0,0.0,,0.0,0.0,42.5,26.7,211.8,1019.2,24.6,16.0,254.1,21.9,8,,2016-04-21T06:07:35,2016-04-21T19:42:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.853974000617261
144,New York City,2016-04-22,25.3,16.9,21.6,25.3,16.9,21.6,11.5,53.2,0.0,0,0.0,,0.0,0.0,33.5,20.7,190.1,1011.9,46.7,15.7,196.0,16.9,7,,2016-04-22T06:06:09,2016-04-22T19:43:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8496072075069442
145,New York City,2016-04-23,21.7,14.6,17.9,21.7,14.6,17.9,9.7,62.1,2.88,100,25.0,rain,0.0,0.0,47.9,23.7,146.2,1010.0,69.2,13.8,214.5,18.6,7,,2016-04-23T06:04:44,2016-04-23T19:44:25,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.85731859203208
146,New York City,2016-04-24,20.1,8.4,13.1,20.1,5.8,12.6,-4.5,30.9,0.0,0,0.0,,0.0,0.0,39.2,20.0,114.0,1016.8,13.7,16.0,315.4,27.4,9,,2016-04-24T06:03:20,2016-04-24T19:45:28,0.53,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7823564047393385
147,New York City,2016-04-25,19.2,10.5,14.7,19.2,10.5,14.7,4.4,51.7,0.0,0,0.0,,0.0,0.0,,14.6,64.5,1014.9,49.1,16.0,260.5,22.3,9,,2016-04-25T06:01:56,2016-04-25T19:46:30,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7286678326040752
148,New York City,2016-04-26,15.5,8.6,12.0,15.5,5.8,11.6,8.6,80.1,5.21,100,20.83,rain,0.0,0.0,42.5,21.3,57.5,1007.3,85.8,11.5,217.0,18.8,8,,2016-04-26T06:00:34,2016-04-26T19:47:33,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8123767393298121
149,New York City,2016-04-27,15.8,8.0,11.2,15.8,5.9,10.6,4.3,63.3,0.0,0,0.0,,0.0,0.0,29.5,16.6,88.5,1012.4,67.9,16.0,213.3,18.6,8,,2016-04-27T05:59:13,2016-04-27T19:48:36,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8202632333531061
150,New York City,2016-04-28,14.2,8.8,11.2,14.2,6.6,10.7,-0.5,46.5,0.0,0,0.0,,0.0,0.0,31.7,17.7,150.3,1016.4,48.6,15.9,127.6,11.2,4,,2016-04-28T05:57:53,2016-04-28T19:49:38,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8786928951509991
151,New York City,2016-04-29,13.8,8.2,10.8,13.8,6.5,10.3,0.9,52.1,0.8,100,16.67,rain,0.0,0.0,32.4,21.3,71.8,1018.8,99.7,15.9,161.9,14.0,6,,2016-04-29T05:56:35,2016-04-29T19:50:41,0.72,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.911223862171314
152,New York City,2016-04-30,17.4,7.8,11.7,17.4,6.0,11.2,2.4,54.8,0.18,100,4.17,rain,0.0,0.0,29.5,16.2,96.2,1022.6,64.5,16.0,269.8,23.5,8,,2016-04-30T05:55:17,2016-04-30T19:51:43,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9202376235890005
153,New York City,2016-05-01,10.2,7.2,9.0,10.2,4.4,7.7,4.6,75.3,4.1,100,45.83,rain,0.0,0.0,25.9,17.4,106.7,1021.6,91.7,12.5,70.5,6.0,2,,2016-05-01T05:54:00,2016-05-01T19:52:45,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.83622008637276
154,New York City,2016-05-02,15.4,7.4,11.1,15.4,5.6,10.6,8.2,83.1,0.0,0,0.0,,0.0,0.0,,10.1,167.9,1014.9,86.8,9.0,148.8,12.9,5,,2016-05-02T05:52:45,2016-05-02T19:53:47,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7820193189553842
155,New York City,2016-05-03,13.6,11.1,11.7,13.6,11.1,11.7,10.2,90.8,16.43,100,54.17,rain,0.0,0.0,40.7,18.1,75.7,1011.0,99.7,8.5,100.3,8.7,4,,2016-05-03T05:51:31,2016-05-03T19:54:49,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8759983977480919
156,New York City,2016-05-04,11.0,9.6,10.3,11.0,6.8,10.0,7.8,84.2,0.4,100,25.0,rain,0.0,0.0,38.9,22.3,64.4,1008.2,100.0,12.9,115.7,10.1,4,,2016-05-04T05:50:18,2016-05-04T19:55:51,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8909221047286131
157,New York City,2016-05-05,13.8,8.3,11.0,13.8,6.0,10.0,6.2,73.0,0.0,0,0.0,,0.0,0.0,34.9,21.0,46.7,1005.2,100.0,15.4,117.0,10.1,3,,2016-05-05T05:49:07,2016-05-05T19:56:53,0.99,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9283167380602683
158,New York City,2016-05-06,12.0,9.2,10.4,12.0,6.1,9.5,8.1,86.1,13.42,100,58.33,rain,0.0,0.0,40.4,24.3,67.4,1006.4,100.0,12.2,87.3,7.6,5,,2016-05-06T05:47:57,2016-05-06T19:57:54,1.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9561985479044866
159,New York City,2016-05-07,14.3,9.0,11.4,14.3,6.7,10.8,8.9,84.8,0.22,100,8.33,rain,0.0,0.0,27.7,15.5,74.3,1008.2,90.6,12.1,178.0,15.5,6,,2016-05-07T05:46:48,2016-05-07T19:58:55,0.0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9481522664641233
160,New York City,2016-05-08,18.5,9.7,13.7,18.5,9.7,13.7,4.6,62.0,2.05,100,12.5,rain,0.0,0.0,55.4,35.0,228.2,1006.4,58.7,13.4,253.7,21.9,10,,2016-05-08T05:45:41,2016-05-08T19:59:55,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.816920830807014
161,New York City,2016-05-09,22.4,11.0,17.0,22.4,11.0,17.0,1.4,35.9,0.0,0,0.0,,0.0,0.0,55.8,32.9,258.2,1015.0,40.7,16.0,298.6,25.8,9,,2016-05-09T05:44:35,2016-05-09T20:00:56,0.05,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7637247541353203
162,New York City,2016-05-10,16.8,10.3,13.9,16.8,10.3,13.9,-1.1,36.4,0.0,0,0.0,,0.0,0.0,37.1,21.8,147.2,1022.6,39.8,16.0,148.7,12.8,5,,2016-05-10T05:43:30,2016-05-10T20:01:56,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8232050729221616
163,New York City,2016-05-11,23.3,10.5,17.6,23.3,10.5,17.6,4.3,45.2,0.0,0,0.0,,0.0,0.0,27.7,15.9,173.7,1020.8,37.8,16.0,160.7,14.1,6,,2016-05-11T05:42:27,2016-05-11T20:02:56,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8390612379803746
164,New York City,2016-05-12,24.6,13.7,18.9,24.6,13.7,18.9,6.2,46.7,0.0,0,0.0,,0.0,0.0,,15.5,98.1,1018.9,31.1,15.9,337.4,29.3,10,,2016-05-12T05:41:26,2016-05-12T20:03:55,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8755256021030651
165,New York City,2016-05-13,18.2,14.3,16.6,18.2,14.3,16.6,13.9,84.6,3.54,100,20.83,rain,0.0,0.0,27.7,15.3,160.8,1011.2,89.2,13.0,112.9,9.8,4,,2016-05-13T05:40:26,2016-05-13T20:04:54,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8689327294974138
166,New York City,2016-05-14,22.2,14.2,18.2,22.2,14.2,18.2,11.6,67.7,0.0,0,0.0,,0.0,0.0,60.5,37.9,231.8,1006.3,68.0,16.0,233.0,20.2,8,,2016-05-14T05:39:28,2016-05-14T20:05:52,0.28,Partially cloudy,Partly cloudy throughout the day.,wind,"KEWR,KLGA,72502014734,KNYC,72503014732",0.9529568333198353
167,New York City,2016-05-15,15.1,8.2,11.8,15.1,4.8,10.9,1.9,51.3,0.0,0,0.0,,0.0,0.0,63.6,38.1,277.1,1008.6,67.1,16.0,298.9,25.8,9,,2016-05-15T05:38:31,2016-05-15T20:06:50,0.34,Partially cloudy,Partly cloudy throughout the day.,wind,"KEWR,KLGA,72502014734,KNYC,72503014732",0.8939471213092938
168,New York City,2016-05-16,19.4,5.8,12.4,19.4,1.8,10.7,-2.2,38.4,0.0,0,0.0,,0.0,0.0,62.7,39.7,268.6,1017.3,29.5,16.0,343.0,29.7,10,,2016-05-16T05:37:36,2016-05-16T20:07:47,0.38,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8287494774075914
169,New York City,2016-05-17,18.8,13.1,15.0,18.8,13.1,15.0,4.6,51.3,0.0,0,0.0,,0.0,0.0,38.9,24.4,227.5,1021.1,78.3,16.0,160.7,14.0,5,,2016-05-17T05:36:42,2016-05-17T20:08:44,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8700578080230794
170,New York City,2016-05-18,19.4,11.5,14.6,19.4,11.5,14.6,5.0,55.0,0.0,0,0.0,,0.0,0.0,31.7,18.9,128.7,1019.8,83.8,16.0,294.7,25.4,10,,2016-05-18T05:35:51,2016-05-18T20:09:40,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8343595479548305
171,New York City,2016-05-19,21.6,13.0,16.0,21.6,13.0,16.0,5.9,52.2,0.0,0,0.0,,0.0,0.0,27.7,14.9,73.6,1019.0,75.6,16.0,264.3,22.6,7,,2016-05-19T05:35:01,2016-05-19T20:10:36,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8883523728431435
172,New York City,2016-05-20,24.0,12.7,18.2,24.0,12.7,18.2,4.5,41.9,0.0,0,0.0,,0.0,0.0,31.7,13.4,226.0,1022.6,18.7,16.0,341.2,29.5,10,,2016-05-20T05:34:12,2016-05-20T20:11:31,0.49,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9073736420805635
173,New York City,2016-05-21,18.6,13.4,15.9,18.6,13.4,15.9,6.9,56.5,1.26,100,12.5,rain,0.0,0.0,,16.1,97.5,1018.5,66.1,15.7,120.3,10.5,4,,2016-05-21T05:33:26,2016-05-21T20:12:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9538630249728033
174,New York City,2016-05-22,20.8,11.5,16.0,20.8,11.5,16.0,9.6,67.6,1.91,100,20.83,rain,0.0,0.0,,14.3,104.5,1010.2,89.3,15.7,288.9,25.0,9,,2016-05-22T05:32:41,2016-05-22T20:13:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8083338987910879
175,New York City,2016-05-23,24.1,13.3,18.2,24.1,13.3,18.2,10.7,63.9,0.41,100,12.5,rain,0.0,0.0,29.5,13.3,103.7,1012.3,38.1,15.1,258.2,22.1,9,,2016-05-23T05:31:58,2016-05-23T20:14:11,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7590974856464934
176,New York City,2016-05-24,22.7,14.6,18.3,22.7,14.6,18.3,12.4,70.1,4.75,100,33.33,rain,0.0,0.0,,11.6,216.8,1013.0,94.7,13.7,149.1,12.8,5,,2016-05-24T05:31:17,2016-05-24T20:15:03,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.812665670001773
177,New York City,2016-05-25,31.1,16.1,24.1,29.2,16.1,23.5,8.9,42.6,0.0,0,0.0,,0.0,0.0,38.9,15.1,274.3,1017.0,15.0,14.8,344.2,29.8,9,,2016-05-25T05:30:38,2016-05-25T20:15:54,0.56,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8442488568633073
178,New York City,2016-05-26,32.1,20.9,26.4,30.4,20.9,25.9,10.5,37.8,0.0,0,0.0,,0.0,0.0,35.7,14.5,211.8,1017.9,28.6,14.4,320.0,27.6,9,,2016-05-26T05:30:00,2016-05-26T20:16:44,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8502266573566784
179,New York City,2016-05-27,30.1,22.5,25.5,31.3,22.5,25.8,16.6,58.1,0.0,0,0.0,,0.0,0.0,31.5,16.6,154.4,1017.2,32.9,13.2,267.3,23.2,8,,2016-05-27T05:29:25,2016-05-27T20:17:33,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7983701683458938
180,New York City,2016-05-28,32.7,22.0,27.0,34.4,22.0,27.7,17.6,57.0,0.0,0,0.0,,0.0,0.0,33.5,19.6,200.4,1018.9,29.7,13.7,231.1,20.0,7,,2016-05-28T05:28:51,2016-05-28T20:18:21,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7215890311410353
181,New York City,2016-05-29,29.9,22.3,25.3,29.9,22.3,25.3,15.9,57.1,0.0,0,0.0,,0.0,0.0,35.3,19.3,199.4,1019.3,27.7,15.2,312.8,27.0,9,,2016-05-29T05:28:19,2016-05-29T20:19:08,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.652506145248951
182,New York City,2016-05-30,26.6,20.6,23.1,26.6,20.6,23.1,20.1,84.0,26.65,100,33.33,rain,0.0,0.0,29.5,18.2,189.4,1014.9,80.0,12.1,180.8,15.5,7,,2016-05-30T05:27:49,2016-05-30T20:19:54,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.5714983025323023
183,New York City,2016-05-31,29.0,22.3,24.6,29.2,22.3,24.7,17.9,67.9,0.0,0,0.0,,0.0,0.0,29.5,14.6,197.0,1013.8,54.9,14.3,322.8,28.1,10,,2016-05-31T05:27:22,2016-05-31T20:20:38,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7454083006279865
184,New York City,2017-03-01,21.0,11.9,16.0,21.0,11.9,16.0,11.9,78.2,3.2,100,12.5,rain,0.0,0.0,51.8,22.7,201.0,1004.2,65.7,14.2,86.5,7.4,3,,2017-03-01T06:29:31,2017-03-01T17:47:38,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8466177507764263
185,New York City,2017-03-02,18.0,3.1,9.0,18.0,-0.6,6.1,-5.7,35.6,0.0,0,0.0,,0.0,0.0,77.2,47.2,284.3,1006.6,19.0,16.0,209.3,18.0,7,,2017-03-02T06:27:58,2017-03-02T17:48:46,0.09,Clear,Clear conditions throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9227780596146946
186,New York City,2017-03-03,4.1,-3.4,0.8,0.3,-10.7,-4.0,-12.7,36.6,0.0,0,0.0,,0.0,0.0,50.7,28.8,299.9,1023.5,28.4,16.0,154.3,13.2,5,,2017-03-03T06:26:25,2017-03-03T17:49:54,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9785768198072236
187,New York City,2017-03-04,-1.1,-7.5,-4.2,-7.4,-14.6,-10.7,-17.5,35.5,0.0,0,0.0,,0.0,0.0,54.5,28.5,308.6,1032.8,34.0,16.0,141.2,12.2,5,,2017-03-04T06:24:52,2017-03-04T17:51:01,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",1.0
188,New York City,2017-03-05,2.5,-9.5,-3.7,-0.5,-17.5,-8.7,-21.4,25.7,0.0,0,0.0,,0.0,0.0,43.7,27.3,232.3,1035.8,5.1,16.0,225.7,19.4,8,,2017-03-05T06:23:17,2017-03-05T17:52:08,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.809099345450946
189,New York City,2017-03-06,6.5,-3.3,1.9,4.5,-6.4,-0.1,-12.2,35.5,0.0,0,0.0,,0.0,0.0,,18.1,100.8,1032.4,42.8,16.0,205.7,17.8,7,,2017-03-06T06:21:42,2017-03-06T17:53:15,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7657531026120096
190,New York City,2017-03-07,11.6,5.8,8.7,11.6,3.4,7.8,5.0,77.8,2.29,100,20.83,rain,0.0,0.0,31.7,12.6,135.9,1024.1,74.2,14.1,87.1,7.4,4,,2017-03-07T06:20:07,2017-03-07T17:54:22,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8224575904180947
191,New York City,2017-03-08,15.0,8.8,12.9,15.0,6.0,12.4,0.1,47.4,0.73,100,12.5,rain,0.0,0.0,49.6,29.4,239.3,1013.8,51.7,15.9,210.3,18.2,8,,2017-03-08T06:18:31,2017-03-08T17:55:28,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8478352862569445
192,New York City,2017-03-09,16.5,9.6,13.0,16.5,7.4,12.8,-8.4,22.5,0.0,0,0.0,,0.0,0.0,63.0,31.4,278.1,1014.0,27.7,16.0,223.1,19.2,8,,2017-03-09T06:16:55,2017-03-09T17:56:34,0.45,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.8982813447332929
193,New York City,2017-03-10,9.0,-2.9,2.4,7.4,-10.6,-1.9,-5.7,59.0,6.91,100,29.17,"rain,snow",2.0,0.7,55.9,33.1,203.7,1011.8,63.8,11.5,88.2,7.5,4,,2017-03-10T06:15:18,2017-03-10T17:57:40,0.48,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9425481631794503
194,New York City,2017-03-11,-1.8,-7.7,-4.8,-7.2,-15.3,-11.5,-15.5,43.0,0.0,0,0.0,,1.2,2.3,52.4,31.5,298.0,1020.9,54.4,16.0,122.2,10.6,4,,2017-03-11T06:13:41,2017-03-11T17:58:46,0.49,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.9928432670535394
195,New York City,2017-03-12,-1.0,-6.7,-3.9,-6.7,-13.3,-10.0,-15.8,39.5,0.0,0,0.0,,0.0,0.2,51.8,27.3,304.4,1026.2,22.7,16.0,151.8,12.6,5,,2017-03-12T07:12:04,2017-03-12T18:59:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.830242888429701
196,New York City,2017-03-13,1.8,-6.2,-2.5,1.3,-11.8,-5.6,-14.1,41.5,0.0,0,0.0,,7.2,2.4,50.0,21.3,234.7,1030.2,27.1,16.0,211.6,18.2,8,,2017-03-13T07:10:26,2017-03-13T19:00:56,0.51,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.832591346094359
197,New York City,2017-03-14,-0.1,-4.6,-1.4,-4.2,-11.2,-7.9,-4.0,83.2,40.66,100,75.0,"rain,snow",8.8,11.2,65.1,38.5,144.8,1002.6,81.5,5.5,74.8,6.4,3,,2017-03-14T07:08:48,2017-03-14T19:02:01,0.52,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.2483846620225442
198,New York City,2017-03-15,-2.9,-6.2,-4.5,-8.9,-13.8,-11.6,-12.4,54.1,0.0,0,0.0,,2.9,16.5,52.6,32.4,282.4,1003.1,55.3,15.6,116.7,10.1,4,,2017-03-15T07:07:09,2017-03-15T19:03:06,0.54,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7230354248382187
199,New York City,2017-03-16,4.2,-4.0,-0.2,-0.1,-10.9,-5.2,-12.0,41.7,0.0,0,0.0,,0.1,15.6,53.5,33.5,285.0,1014.1,19.9,16.0,187.0,16.0,7,,2017-03-16T07:05:31,2017-03-16T19:04:11,0.57,Clear,Clear conditions throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7843304173523553
200,New York City,2017-03-17,8.2,-0.8,3.1,6.0,-5.3,-0.4,-10.0,39.5,0.0,0,0.0,,0.0,12.1,40.7,19.4,271.5,1022.6,14.5,16.0,253.0,21.8,8,,2017-03-17T07:03:52,2017-03-17T19:05:15,0.61,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",0.7903191081305139
